,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
44,174.9292670249939,22.863622171029487,0.14975059032440186,0.022050669062139965,sigmoid,0.005,1e-07,0.1,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.1}",-0.09681028862469093,-0.1527256737700813,-0.22930585772259207,-0.24506542485550462,-0.1153184062747553,-0.12378957359465362,-0.2580440930843545,-0.4987384807318443,-0.15443905773633979,-0.35092297580920023,-0.22251598322040164,0.11880629249850662,35
45,177.83623259067537,20.286139765290706,0.14855604171752929,0.03354789491041962,sigmoid,0.005,0.1,0.01,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.01}",-0.09654781262974922,-0.16965927020555574,-0.24275010739267466,-0.31292531334437,-0.1153664807303394,-0.12309255204987578,-0.267673378829818,-0.4927451555799824,-0.1598173590073318,-0.35744610619274764,-0.2338023535962445,0.12022376777911585,62
46,182.01402127742767,20.544003167821597,0.14500949382781983,0.03024055303475316,sigmoid,0.005,0.1,0.05,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.05}",-0.08988479220990973,-0.15499843586884304,-0.22528704123366172,-0.2532512833962591,-0.10584178414855228,-0.11283824067190153,-0.25407233970187176,-0.49242142674516826,-0.1549379568638919,-0.34498103256345736,-0.21885143334035168,0.11917172742959134,22
47,186.6003612279892,19.554903788180546,0.13853766918182372,0.02841254071579912,sigmoid,0.005,0.1,0.1,"{'activ': 'sigmoid', 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.1}",-0.09213629042691167,-0.15310041492214077,-0.22643774993723195,-0.25049094565533714,-0.10895794046618795,-0.11709618307226205,-0.25411266840270913,-0.4955067168117791,-0.15420488054944223,-0.34740085610965504,-0.2199444646353657,0.11930755626429447,25
48,180.19060308933257,27.765251176641716,0.12870726585388184,0.01897096341354704,sigmoid,0.01,1e-07,0.01,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.01}",-0.10007376816208308,-0.17016651096178886,-0.23555744413776067,-0.2985947047576371,-0.11412838290048136,-0.11834661647071827,-0.2692084301319613,-0.4914685031365743,-0.16458863436176083,-0.35658177341913605,-0.23187147684399018,0.11885257570861585,59
49,181.0780849456787,21.992243918828194,0.12766141891479493,0.01808247527934535,sigmoid,0.01,1e-07,0.05,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.05}",-0.09090142091851645,-0.15355370353951825,-0.2255444240288691,-0.25241401794172874,-0.10792362810398451,-0.1155018533434361,-0.2546163715731298,-0.4944120808148224,-0.15404948581166675,-0.3471602590588389,-0.21960772451345106,0.11944115065847044,24
50,176.57949724197388,21.47308145967022,0.1350994110107422,0.02226611261601343,sigmoid,0.01,1e-07,0.1,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.1}",-0.09436982185774297,-0.15317472069042204,-0.22704907925543033,-0.24785777868719158,-0.11218850708825066,-0.11960887917449396,-0.25602600871051756,-0.49715785015927705,-0.15359924093886002,-0.3485974970476475,-0.22096293836098338,0.11909133128297839,31
51,188.26564869880676,17.526649353880256,0.14746451377868652,0.023697018656874697,sigmoid,0.01,0.1,0.01,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.01}",-0.1260060717276877,-0.6881870524292991,-0.26372738327948364,-0.4315049871022375,-0.23886223795834757,-0.16966855506483153,-0.3290555507365899,-0.49595289054694214,-0.213973842411837,-0.40986862545213587,-0.3366807196709392,0.16295860628604278,90
52,183.43264243602752,23.921993998420326,0.12472329139709473,0.01104981120815123,sigmoid,0.01,0.1,0.05,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.05}",-0.08809712904187811,-0.15793577405833426,-0.22651993312442617,-0.2735716853880888,-0.10356416271126127,-0.11023664350865846,-0.255473043527813,-0.4892981961544397,-0.15761724605399335,-0.3435525969659929,-0.2205866410534886,0.11945766410917691,28
53,174.8317610025406,27.72906706415299,0.13969364166259765,0.030747863817607902,sigmoid,0.01,0.1,0.1,"{'activ': 'sigmoid', 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.1}",-0.09019018743044263,-0.15503679629682032,-0.22537678779635542,-0.25353635480049685,-0.10610349175378637,-0.11292811219820834,-0.2540475298687067,-0.4927771589448196,-0.1546854969260161,-0.3459586495024217,-0.21906405655180738,0.11931078094213307,23
