,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activ,param_n_layer,param_n_neur,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
33,244.65960309505462,22.20509591056195,0.13785266876220703,0.02379107021366264,relu,2,10,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 10}",-0.08884729979777564,-0.16933999478808903,-0.22087693217346466,-0.24146406930975117,-0.10385529203220588,-0.13517620929426688,-0.2689169461786541,-0.9881414566497204,-0.16784431469622585,-0.9091296426563934,-0.3293592157576547,0.31486080655930043,30
34,219.3718532562256,29.469395436627387,0.1727961540222168,0.02458893655535984,relu,2,13,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 13}",-0.08992114219840347,-0.16839224203237976,-0.23108346789760914,-0.23956082113245625,-0.12929647607756234,-0.13556941367221187,-0.26898433165118596,-0.5011676573636161,-0.16815626910220483,-0.3622654124137716,-0.2294397233541401,0.11787105013544324,21
35,248.7356078863144,17.352481737796335,0.16465191841125487,0.02146481421337023,relu,2,15,"{'activ': 'relu', 'n_layer': 2, 'n_neur': 15}",-0.11408204071876678,-0.1642340772155454,-0.22654140328385475,-0.24083490944176336,-0.12943310242347067,-0.13505244788453827,-0.2686910488646174,-0.5008251905508294,-0.16759261539612072,-0.3408267739366494,-0.22881136097161564,0.11314885484369698,20
36,196.55456700325013,8.091129197068417,0.19097511768341063,0.0302991973463107,relu,3,3,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 3}",-0.11416642672592674,-0.18282811863519932,-1.0041808513912998,-1.0712809989016208,-0.8692382989061918,-0.13524329694902143,-0.26858369989779346,-0.49915379095019125,-0.7416568016552766,-0.36371543048752264,-0.5250047714500043,0.3498118866981101,38
37,209.17156381607055,18.155482708924264,0.19103426933288575,0.028039513832005997,relu,3,5,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 5}",-0.11448897949026685,-0.16924418029969848,-1.0040179863242216,-0.24351232798357866,-0.8690962055702938,-0.727962599322107,-0.68613832367938,-0.9878648696774369,-0.7414859767274739,-0.3564479513627139,-0.5900259400437171,0.3219584983681697,41
38,221.85591518878937,34.06457464887018,0.16113576889038086,0.021311369459967262,relu,3,7,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 7}",-0.6144846428470891,-0.1833951623395405,-1.0042719513027185,-1.0711619519352575,-0.12832211891172784,-0.1349019450468312,-0.2685987227719853,-0.9873724092189831,-0.7414322465441084,-0.9087942159287086,-0.604273536684695,0.3705473684158696,45
39,246.2200804710388,17.917733516921064,0.1689551591873169,0.019410232925902948,relu,3,10,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 10}",-0.11399926816767303,-0.7581151026683741,-0.23765757698773674,-0.24112789946751703,-0.12829087000713812,-0.13554415079625404,-0.26867449082909933,-0.498705921401842,-0.7423044665207391,-0.36254246781764193,-0.34869622146640156,0.22905127927654828,32
40,254.60417478084565,8.347041616541691,0.18395662307739258,0.02997138778025115,relu,3,13,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 13}",-0.6143858177035798,-0.1688580891018389,-1.0046920281916785,-0.2444701174600481,-0.1282446678524592,-0.7283607639880985,-0.6860247407533037,-0.5010451503764363,-0.16665861561005912,-0.9088741676951819,-0.5151614158732684,0.307197246878894,37
41,260.28572487831116,5.121979773511186,0.15712032318115235,0.0300833767994188,relu,3,15,"{'activ': 'relu', 'n_layer': 3, 'n_neur': 15}",-0.6139191312010851,-0.16400737076042057,-1.0044875420678177,-0.2546892381501736,-0.12850769230935147,-0.13515719526440384,-0.2687784324308679,-0.5002024839423082,-0.742129812545386,-0.9094611997092793,-0.4721340098381093,0.3136326055436583,36
42,231.47488660812377,32.198907529858765,0.1931061029434204,0.05169228516715111,relu,4,3,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 3}",-0.6143757657953954,-0.7584492208551985,-1.0040457210866904,-1.0704961837497513,-0.1275996619128474,-0.7280167170181031,-0.6859091656230938,-0.4971233429283222,-0.17642052629523564,-0.36241960986229677,-0.6024855915126934,0.30054101269592554,44
43,219.81265194416045,28.233871375374157,0.1875688314437866,0.03243175232850272,relu,4,5,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 5}",-0.11417555467304043,-0.7582783267205228,-1.004086607714409,-0.24388087644480663,-0.8688655038594887,-0.13484903049559405,-0.6859982144188138,-0.9877891493582174,-0.16664358757130915,-0.9088871555634972,-0.5873454006819699,0.3576621456274663,40
44,238.6725019454956,29.47020642555635,0.1827681303024292,0.04699076477210068,relu,4,7,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 7}",-0.11377308868316491,-0.18465913455973101,-1.003985413310806,-1.0714436341659603,-0.13768443689265195,-0.7280594125430434,-0.686268171724135,-0.9879545510334391,-0.7416543930608499,-0.3635008236183689,-0.6018983059592151,0.35474435501593077,43
45,246.44767742156984,15.334029601888984,0.20013177394866943,0.03385992250282525,relu,4,10,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 10}",-0.6144341196687421,-0.7584684351945906,-1.0039999962080255,-1.071484231061152,-0.13708120146978284,-0.7281196885782533,-0.6863132555765804,-0.9877990041350571,-0.7418724017358841,-0.3625168592401631,-0.7092089192868232,0.27507101268053835,47
46,274.90193943977357,24.01518470463831,0.16841049194335939,0.021241294506964693,relu,4,13,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 13}",-0.6144067295511534,-0.7580733868113637,-1.0041208843373128,-0.25526188159018054,-0.8677888495081904,-0.7279654204607413,-0.6863231893067804,-0.4970585174830502,-0.17537391727366752,-0.9089855877427813,-0.6495358364065221,0.25782336592820887,46
47,221.37124879360198,37.044343239904585,0.1071080207824707,0.026182328514905873,relu,4,15,"{'activ': 'relu', 'n_layer': 4, 'n_neur': 15}",-0.614286009689195,-0.7579827154786309,-1.0044694239689549,-1.0712345030341393,-0.8679821326116954,-0.13487648709854694,-0.6864439223353631,-0.9879325518941314,-0.7412742736675649,-0.9087611336184873,-0.7775243153396709,0.25633604020594725,48
