,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
12,0.008193278312683105,0.00014575892742853876,0.029173994064331056,0.005829225691464988,10,3,1,uniform,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",-0.1804614031575948,-0.20959668305001525,-0.2587078478621798,-0.29808346036363653,-0.16581308392129984,-0.1797296385852419,-0.3258904309156292,-0.5914281816353799,-0.27954664099245813,-0.42422904800304995,-0.2913486418486485,0.12543742457202184,487
13,0.00819551944732666,0.00023991260318061042,0.029421210289001465,0.005399724423415031,10,3,1,distance,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",-0.17910395303770357,-0.20930961977560816,-0.2573357947490398,-0.2962877000902808,-0.16632009383211724,-0.17872535968079115,-0.32749677995431525,-0.5896797694459773,-0.2781290648927483,-0.4227343357706351,-0.2905122471229217,0.12512585371591592,481
14,0.008229780197143554,0.00011736181134648642,0.01737079620361328,0.0028389748208437226,10,3,2,uniform,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",-0.182004368907805,-0.2115315028845062,-0.26824209384569125,-0.2983903221649525,-0.17487492148323475,-0.17500077881179302,-0.3207391215128558,-0.6100309924631658,-0.2843083398939479,-0.4226930015070561,-0.29478154434750087,0.12869292740737034,496
15,0.008278417587280273,0.0001128810532593477,0.01746687889099121,0.0028481530604282756,10,3,2,distance,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",-0.1806369913955595,-0.21032577695544152,-0.26794093937481905,-0.29706340881875526,-0.17532237549432955,-0.17358314149132847,-0.322447601745345,-0.6059860457718284,-0.2816912453798734,-0.4208157795299211,-0.2935813305957201,0.12786796242468532,493
16,0.008302712440490722,0.00011196525624236736,0.0391197919845581,0.006294441487609545,10,3,3,uniform,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 3, 'weights': 'uniform'}",-0.1862590306650708,-0.213124994695712,-0.2949949357073266,-0.3025065236654858,-0.17482136815935026,-0.17697747357308136,-0.31845010782129146,-0.5916742522772245,-0.2869518947615694,-0.42890740938804756,-0.297466799071416,0.12387789066471384,502
17,0.008265995979309082,9.296915057525925e-05,0.0395876407623291,0.006221366165978456,10,3,3,distance,"{'leaf_size': 10, 'n_neighbors': 3, 'p': 3, 'weights': 'distance'}",-0.18455096400917786,-0.2124627196725843,-0.29467912309702043,-0.30175455997042727,-0.17510444570106057,-0.17576873822802758,-0.3200032550423406,-0.5906687121590869,-0.285173444290626,-0.4267652752993386,-0.296693123746969,0.12374299550521459,499
18,0.008239078521728515,0.00014863561112907369,0.03183748722076416,0.005813512616543158,10,4,1,uniform,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}",-0.17473988442648986,-0.20016188842476232,-0.25752732543771006,-0.3029357002689686,-0.15973536966855664,-0.17294621962841303,-0.3156460437086441,-0.5847925148171347,-0.26306270376053825,-0.4222326464122322,-0.28537802965534503,0.12601819703522607,466
19,0.008310389518737794,0.00016141110543266315,0.03197445869445801,0.005981818705318509,10,4,1,distance,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}",-0.17275879813215037,-0.20033767795228774,-0.2560347081177473,-0.30009085311872874,-0.1599161274361388,-0.1722568236512996,-0.31723613475438556,-0.5834242053575498,-0.2616304224632758,-0.4200498895414363,-0.28437356405249997,0.125724451666458,457
20,0.008394479751586914,0.000492981965091837,0.018661880493164064,0.0031212714503633847,10,4,2,uniform,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}",-0.17501315301142836,-0.20446852259897677,-0.2650897131989233,-0.30195930236469615,-0.16270014884959144,-0.17222477554655607,-0.31766782190941595,-0.5927761734113661,-0.2723343897201608,-0.41978248303304044,-0.2884016483644155,0.12686463276675025,478
21,0.008408617973327637,0.0004929260048444361,0.01877138614654541,0.003162417589307685,10,4,2,distance,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}",-0.1735456805610461,-0.20355271612388534,-0.2649998825768044,-0.29998284563527694,-0.163938042773879,-0.17097369395043913,-0.31894189339416495,-0.5901258834039772,-0.2705730124670258,-0.4185770745877941,-0.2875210725474293,0.12632477322301047,472
22,0.008179759979248047,7.89621457685486e-05,0.04274461269378662,0.007006361530423075,10,4,3,uniform,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 3, 'weights': 'uniform'}",-0.1760602285166758,-0.2087633905343833,-0.288964211896994,-0.3084210926518849,-0.16519283800850618,-0.17676691523847798,-0.30847320175724224,-0.5824109272646422,-0.2781498738908608,-0.42500395658393,-0.29182066363435977,0.1234906401764769,490
23,0.008201098442077637,4.689414661384391e-05,0.042802834510803224,0.006977801503009836,10,4,3,distance,"{'leaf_size': 10, 'n_neighbors': 4, 'p': 3, 'weights': 'distance'}",-0.17503720086942084,-0.2078848756566111,-0.2877392955564883,-0.3060249685617455,-0.1658888521585167,-0.17480285701720116,-0.31062722230617473,-0.5802744999730656,-0.2763171910369153,-0.42329048592019475,-0.2907887449056334,0.12309643672713105,484
24,0.008217978477478027,4.671654335984502e-05,0.03360514640808106,0.006188976968382411,10,5,1,uniform,"{'leaf_size': 10, 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",-0.16945792598379264,-0.19509821170636102,-0.2555112986684213,-0.30338731046971984,-0.1539507342387656,-0.1738498344558377,-0.306841340477785,-0.5765110165509229,-0.25346351924640637,-0.4200826480127039,-0.2808153839810716,0.12517616653363103,430
25,0.008289742469787597,0.00019388192549046337,0.0340177059173584,0.0061230862813370915,10,5,1,distance,"{'leaf_size': 10, 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",-0.16799792586717663,-0.19477967446883904,-0.25400001929076427,-0.30063241449445854,-0.15395280992433102,-0.17288216337793325,-0.3087330450558658,-0.5752368215801049,-0.2527479434658001,-0.4184466187424703,-0.2799409436267744,0.12496850151615246,409
26,0.008294057846069337,7.67886839898961e-05,0.0199021577835083,0.0033237810226494405,10,5,2,uniform,"{'leaf_size': 10, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",-0.17200424810000225,-0.20427103609467337,-0.26572969263833823,-0.3033346443151859,-0.159923684043514,-0.1718569955762591,-0.3086410717374699,-0.5836031109326769,-0.26080628118954435,-0.42076937358420713,-0.2850940138211871,0.12537121772194704,460
